restaurant,name,rating,time,comment,before,covid,after,period
Carlisle Diner,Alex Tretiak,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Cassy Underwood,3.0,3 years ago,,1,0,0,before
Carlisle Diner,David Snyder,5.0,6 months ago,,0,0,1,post
Carlisle Diner,Tracy Maguire,5.0,4 years ago,,1,0,0,before
Carlisle Diner,KRISTEN ARAGONES,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Bob,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Cooper Snyder,5.0,5 years ago,,1,0,0,before
Carlisle Diner,david neiswender,5.0,a year ago,,0,0,1,post
Carlisle Diner,Kirsten Weirich,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Carl Souders,3.0,4 years ago,,1,0,0,before
Carlisle Diner,William Northcraft,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Thomas Blair,1.0,4 years ago,,1,0,0,before
Carlisle Diner,LoraTodenhoft Owen,3.0,3 years ago,,1,0,0,before
Carlisle Diner,Derek Peck,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Jessie Mummert (countryfarmangel),1.0,2 years ago,,0,1,0,covid
Carlisle Diner,Alexis Ramsey,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Donna Brugh,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Tiffany Pittman,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Corynn Estep,4.0,6 years ago,,1,0,0,before
Carlisle Diner,Tristan Killinger,3.0,3 years ago,,1,0,0,before
Carlisle Diner,Banks Garman,4.0,3 years ago,,1,0,0,before
Carlisle Diner,Zack Warner,5.0,a year ago,,0,0,1,post
Carlisle Diner,Warren Merkel,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Matthew Brubaker,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Expiredtrees,4.0,2 years ago,,0,1,0,covid
Carlisle Diner,Daniel Gibbs,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Tyler Aunkst,4.0,6 years ago,,1,0,0,before
Carlisle Diner,Griffin Stambaugh,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Vinny Casey,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Winnie Harris,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Javan Martin,5.0,a year ago,,0,0,1,post
Carlisle Diner,Jim,3.0,3 years ago,,1,0,0,before
Carlisle Diner,The Sinister Minister,4.0,9 years ago,,1,0,0,before
Carlisle Diner,Kayla Colorado,5.0,a year ago,,0,0,1,post
Carlisle Diner,Kyle Wise,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Alicia Diller,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Crystal Thomas,1.0,2 years ago,,0,1,0,covid
Carlisle Diner,Kyle Thompson,4.0,3 years ago,,1,0,0,before
Carlisle Diner,MARTY MOFFITT,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Alexa Balistrere,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Jerry Burdett Sr.,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Billy Marsh,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Sindelle Fraser,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Mary Scbwepe,4.0,6 months ago,,0,0,1,post
Carlisle Diner,Baltasar Bruno,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Eric Bloser,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Dave Fishel,5.0,8 months ago,,0,0,1,post
Carlisle Diner,David Myers,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Nichole Lindenmuth,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Destiny Hicks,3.0,5 years ago,,1,0,0,before
Carlisle Diner,Kitty Devonshire,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Gustavo Benedetti,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Kaylee Brady,2.0,2 years ago,,0,1,0,covid
Carlisle Diner,Sondra Green,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Melissa Jennings,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Kaity Beaver,1.0,3 years ago,,1,0,0,before
Carlisle Diner,Micheal Barrick,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Adam Dickopf,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Ronald Moats,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Morris Maynard,4.0,a year ago,,0,0,1,post
Carlisle Diner,Kara Laskowski,4.0,a year ago,,0,0,1,post
Carlisle Diner,Ed Graham,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Larry Ferguson,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Angelica Brown (Aj),5.0,4 years ago,,1,0,0,before
Carlisle Diner,Eric Ellis,3.0,2 years ago,,0,1,0,covid
Carlisle Diner,BERNADETTE HARRISON,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Joyce Fetter,5.0,a year ago,,0,0,1,post
Carlisle Diner,edward lamoureaux,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Joseph C. Scott,5.0,19 hours agoNew,Food: 5/5  |  Service: 5/5  |  Atmosphere: 4/5More,0,0,1,post
Carlisle Diner,Flower Blue,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Caleb Burkholder,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Ileanoris Morales,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Nancy Bobb,4.0,3 years ago,,1,0,0,before
Carlisle Diner,Molly Moran,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,David,1.0,3 years ago,,1,0,0,before
Carlisle Diner,Carl Welch,4.0,9 months ago,,0,0,1,post
Carlisle Diner,Trish Voorhis,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Ethan Blount,4.0,3 years ago,,1,0,0,before
Carlisle Diner,Midnight Scarlet Rose,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Mario Luque,5.0,3 years ago,,1,0,0,before
Carlisle Diner,kcb maestro,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Robin ODonnell,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Ann Coute,3.0,3 years ago,,1,0,0,before
Carlisle Diner,Robert Hendricks,5.0,a year ago,,0,0,1,post
Carlisle Diner,Sarah Foreman,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Ziba Khatibi,4.0,3 years ago,,1,0,0,before
Carlisle Diner,Daniel Ellerman,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Douglas Kadolph,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Bill Dively,3.0,11 months ago,,0,0,1,post
Carlisle Diner,Matt Walters,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Chris S,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Nancy Metzler,5.0,4 years ago,,1,0,0,before
Carlisle Diner,Sanctum Seven,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Linda Lescalleet,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Hugo De Paz,4.0,3 years ago,,1,0,0,before
Carlisle Diner,Elaina Clancy,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Tom Bloser,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Erica Snape,4.0,4 years ago,,1,0,0,before
Carlisle Diner,mike moll,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Brandon Ozard,3.0,6 years ago,,1,0,0,before
Carlisle Diner,Krystal Group,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Nadine Schlusser,5.0,6 years ago,,1,0,0,before
Carlisle Diner,Paul Cimino,4.0,2 years ago,,0,1,0,covid
Carlisle Diner,sarah shirk,5.0,4 years ago,,1,0,0,before
Carlisle Diner,RPDundas,4.0,7 years ago,,1,0,0,before
Carlisle Diner,Mountain Bear,3.0,4 years ago,,1,0,0,before
Carlisle Diner,Matthew Præstgaard,4.0,5 years ago,,1,0,0,before
Carlisle Diner,Dustin Dingle,5.0,5 years ago,,1,0,0,before
Carlisle Diner,Jason Rudisill,5.0,11 months ago,,0,0,1,post
Carlisle Diner,Nahla Castillo,3.0,3 years ago,,1,0,0,before
Carlisle Diner,Vickie Satterwhite,5.0,11 months ago,,0,0,1,post
Carlisle Diner,Mark Lisandrelli,5.0,2 years ago,,0,1,0,covid
Carlisle Diner,Nathanael McNaughton,5.0,4 years ago,,1,0,0,before
Carlisle Diner,MaryLou Bissland,1.0,4 years ago,,1,0,0,before
Carlisle Diner,Adam Pallis,5.0,6 months ago,,0,0,1,post
Carlisle Diner,Paul May,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Tanya Alfery,5.0,a year ago,,0,0,1,post
Carlisle Diner,Callie Hamilton,4.0,4 years ago,,1,0,0,before
Carlisle Diner,Elmer Taylor,5.0,4 years ago,,1,0,0,before
Carlisle Diner,James Lisco,4.0,2 years ago,,0,1,0,covid
Carlisle Diner,Sandra Bush,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Robert Gumpher,5.0,3 years ago,,1,0,0,before
Carlisle Diner,Jason Borden,3.0,4 years ago,,1,0,0,before
Hamilton Restaurant,Ace of Cookies,5.0,5 months ago,Our waitress was great she kept checking on us and making sure we had everything we needed. The food was great also.Food: 5/5  |  Service: 5/5  |  Atmosphere: 4/5 …More,0,0,1,post
Hamilton Restaurant,Dpunk 80,5.0,3 months ago,"Stayed in Carlisle for the night and grabbed breakfast here before heading out. Glad we did, tasty breakfast of poached eggs, toast, homemade sausage, and coffee and very affordable. A family atmosphere, and you can tell it’s a local favorite. Got my hot chee dog to go and ate it, so good it was gone before I hit the city limits.Recommended dishes
Hot Dog …More",0,0,1,post
Hamilton Restaurant,Nancy Stewart,5.0,11 months ago,"This restaurant is know for their Hot-Cee Hot Dogs with Chili, cheese & onion . Also the plate of fries we excellent.  We understand how they have been in business all these years, the dogs were delicious.  The service was excellent.  Both services make this place a go to place to eat.",0,0,1,post
Hamilton Restaurant,Brian Shorb,5.0,a month ago,"Comfortable atmosphere with the food to match. Rarely do I sway from the hotchee dog and gravy fries, but I do know they have good breakfast too. The pies are delicious - peanut butter was my favorite. And I recommend the cherry cokes - hand mixed with grenadine and lots of crushed ice.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishes
Cheeseburger, 2 Eggs and Toast, Hotchee Burger, Steak Sandwich, French Toast, Hotchi Dog, Greek Salad, Hotchee Dog Combo, Turkey Club, Side Order of Home Fries, Chili Cheese Fries, Coleslaw, Hot Dog, Fries with Chicken Gravy …More",0,0,1,post
Hamilton Restaurant,Sadie Lehman,5.0,3 months ago,"I live in Missouri, and every time I visit my family in Pennyslvania I have to make a trip here. My mom has been taking me to the Hamilton to have hotchi dogs before I can remember. It's family owned and ran by great people, very kind and experienced. Sometimes I can only visit once a year, but every time we are greeted by the same familiar smiles.Wheelchair accessibility: There's a ramp at the door.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishes
Hotchee Burger, Hotchi Dog, Greek Salad, Hot DogI live in Missouri, and every time I visit my family in Pennyslvania I have to make a trip here. My mom has been taking me to the Hamilton to have hotchi dogs before I can remember. It's family owned and ran by great people, very kind and …More",0,0,1,post
Hamilton Restaurant,Kalvin Carruthers,2.0,2 months ago,Straight out of the 1960. It's good food if you're looking for a classic diner for old people. Ok service. And they don't take card so bring cash or pay an ATM fee.,0,0,1,post
Hamilton Restaurant,Russell Montgomery,5.0,a year ago,"Most have been there for years and know all the locals a d their orders. Hamilton’s is the quintessential old school diner, in all the best ways.",0,0,1,post
Hamilton Restaurant,James Kitner,5.0,2 weeks agoNew,"The food was reasonably priced and very tasty. Restaurant was clean and well lit. Service was excellent. Will visit again.Food: 5/5  |  Service: 5/5  |  Atmosphere: 4/5Recommended dishes
Fish Sandwich

Parking space
Somewhat difficult to find parking

Parking options
Paid street parking …More",0,0,1,post
Hamilton Restaurant,Harold Baker,3.0,2 months ago,"We enjoyed the signature hot dogs with meaty sauce & chopped onions. The service was efficient & the meal was served quickly.Food: 3/5  |  Service: 5/5  |  Atmosphere: 3/5Recommended dishes
Hot Dog …More",0,0,1,post
Hamilton Restaurant,Liam Cochran,5.0,3 weeks agoNew,"A Carlisle classic.  Great family oriented restaurant with good food at an affordable price.  Get a Hotchi dog or burger while you are there. Your welcome.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishes
Hotchee Burger, Hotchi Dog, Hot Dog …More",0,0,1,post
Hamilton Restaurant,Nate Bee,5.0,a year ago,This place is a go to!  Never had a bad meal. Sometimes the employees and owners make me a little uncomfortable because they argue a lot but the food is really good and we eat here a lot.,0,0,1,post
Hamilton Restaurant,Jillian Martin,5.0,5 months ago,"Just had lunch here for the first time. Perfect for what it is. Food isn’t anything exciting, but it gets the job done when you need to eat. Super simple menu and quick service. Staff were always moving. Cash only, but I did see an ATM inside. Definitely stop in if you’re limited on time. You should be in and out.",0,0,1,post
Hamilton Restaurant,Key Washington,5.0,a month ago,I've been coming to the Hamilton since a child. Food never disappoints me. Supper friendly staff & great food for you soul !Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,0,0,1,post
Hamilton Restaurant,Corey Kurz,2.0,6 months ago,"The food is typical diner food, so just order breakfast if you want good food.Lunch and dinner will be bland comfort food.They're known for their local style hotdog, and I'm completely lost on why people like it... I do not recommend it.History isn't all you need for a restaurant to be good or worth a visit.The food is typical diner food, so just order breakfast if you want good food.Lunch and dinner will be bland comfort food.They're known for their local style hotdog, and I'm completely lost on why …More",0,0,1,post
Hamilton Restaurant,New Deal Ink Toner,5.0,8 months ago,"Nice, traditional, quality and affordable menu options, food cooked to order, promptly served with a smile",0,0,1,post
Hamilton Restaurant,Jordan Shenk,5.0,2 months ago,"Tommy, Maria, and family are simply amazing. Always the best service and filling food.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishes
Hotchee Burger, French Toast, Greek Salad, Fries with Chicken Gravy …More",0,0,1,post
Hamilton Restaurant,Iin Retno,4.0,3 months ago,"Food is always top quality here - best value for money.My only reservation is that they only accept cash. Oh, AND they don't provide receipts, so it makes me wonder 😉Food: 5/5  |  Service: 4/5  |  Atmosphere: 4/5 …More",0,0,1,post
Hamilton Restaurant,Kim Risley,5.0,4 months ago,Service was impeccable. She was a mind reader. Breakfast was good but I really want to try their hotdogs! That is what they are known for!,0,0,1,post
Hamilton Restaurant,Crystal Thompson,5.0,9 months ago,We were traveling through town and found this little gem.  The people are down to earth and friendly.  The food was very good.,0,0,1,post
Hamilton Restaurant,Rob G,5.0,3 years ago,"Goodness. This is the first time that I ordered the Hotchee Dog. Amazing. A slice of american cheese, mustard, chilli, and onions. Can't get enough of the Hamilton.",1,0,0,before
Hamilton Restaurant,Shawn Morrow,5.0,3 months ago,The Hamilton has always been of my favs from youth to now for 40+ years! Thanks to Tommy and the whole bunch! Have a Hot-chee day!!Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,0,0,1,post
Hamilton Restaurant,M. McCoy,5.0,a year ago,Awesome as always! Hotchie dogs and hotchie burgers are a must stop on visits to family.,0,0,1,post
Hamilton Restaurant,Batman,5.0,a month ago,"Absolutely love going to eat here great food service and all thee above 😋🤤😋Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishes
Hotchee Burger, Hot Dog, Fries with Chicken Gravy, Chili Cheese Fries, Coleslaw, Ham Sandwich, Toast, Cheeseburger, Hotchee Dog Combo, Fries, Side Order of Home Fries, Hotchi Dog, Fish Sandwich …More",0,0,1,post
Hamilton Restaurant,Douglas Kauffman,5.0,a month ago,Love the Hotchees!  Fries and Gravy and coleslaw!Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,0,0,1,post
Hamilton Restaurant,Juan H,5.0,11 months ago,"Great place to eat. Food taste is really goodDine in: Yes
Outdoor seating: No …More",0,0,1,post
Hamilton Restaurant,Las Shugs,5.0,8 months ago,"I always love eating here. I've been eating here since the 80's. Food is hot, fresh, and always good. The service is fast, and staff friendly. Highly recommend this place for breakfast, lunch, and dinner.",0,0,1,post
Hamilton Restaurant,Jeremy Ruff,5.0,8 months ago,"The worst experience I have EVER had at the Hamilton.  I called in an order and the lady that answered the phone extremely unprofessional,mean with an attitude.  I ordered $70 worth of food which was ok.  When I said 3 hotchie dogs without the cheese she cut me off and said sir there called hot dogs not hotchie dogs.  hotchie has cheese the others are called just hot dogs.  Well I have been going to this place for 40 years, my family for 55 plus years atleast once a month or two and never have unheard that nor been treated that way.  I go to pick my order up and the lady that answered the phone said you must be the guy who called for hot dogs not hotchie dogs.  I said well sorry I never heard that before.  With an extremely stern voice and kinda loud that the whole place stopped and looked she said well next time you call in make sure you say the right thing.  I WAS LIKE WOW!!!.   my father has been ordering these this way for years....well hes wrong.  wow.  wait theres more.  An elderly lady who stood there saying hello hello mam can I pay my bill....the lady just looked at her and turned around and walked away.  The elderly turned and said this may be my last time coming in.  now by this time a man was asking for a shirt.  the waitress said to someone behind the counter..do we have anymore shirts?.  the younger girl said yes but I dont have time to go get him one. 😯.  the waitress was like ummm ok then and said sir sorry but we dont have any right now.I am not sure if Tommy or Athan was there but I doubt it because I've never seen this before while they were working.  I am only giving this a 5 star because of all the other times I was there and there food was still great.  If this was my first time there I can honestly say it would of been my last and I probably would of just walked out.  I sure hope this doesn't happen again because this place will slowly go down hill.The worst experience I have EVER had at the Hamilton.  I called in an order and the lady that answered the phone extremely unprofessional,mean with an attitude.  I ordered $70 worth of food which was ok.  When I said 3 hotchie dogs without …More",0,0,1,post
Hamilton Restaurant,Lindsey Erhardt,5.0,5 years ago,"Please remember that LOOKS CAN BE DECEIVING. While this location is not much to look at, the atmosphere and food make it a great place to go! Home of the infamous ""Hatchii Dog"", this restaurant is owned and operated by a local Greek family; several generations work here daily. There is still an original soda fountain in operation ( vanilla Coke is AWESOME), several booths, and a lunch counter where you can watch the dogs being made. Through an opening in the original restaurant, under the archway, is the side of the Hamilton that serves alcohol. Each day there are daily specials, including homemade soups and sandwiches, along with a breakfast, lunch, and dinner specials. As already started, the decor is outdated, the restaurant is almost bustling, but the Hatchii Dogs with fries and gravy is so worth it!Please remember that LOOKS CAN BE DECEIVING. While this location is not much to look at, the atmosphere and food make it a great place to go! Home of the infamous ""Hatchii Dog"", this restaurant is owned and operated by a local Greek family; …More",1,0,0,before
Hamilton Restaurant,Keith Sutherland,1.0,a year ago,"Normally a solid 3 star local favorite, but now it's a hot bed for anti-maskers and covid renters, was about to walk in and saw this hanging, never  again, this was going to be a second chance for them, last time I got very very sick from the hotdog, but it's locally loved so I was gonna give it another go...now I'm gonna have to pass permanently.Normally a solid 3 star local favorite, but now it's a hot bed for anti-maskers and covid renters, was about to walk in and saw this hanging, never  again, this was going to be a second chance for them, last time I got very very sick from …More",0,0,1,post
Hamilton Restaurant,Michael,5.0,5 months ago,Food and service were both amazing. I had the hot chee burger and it was delicious.Food: 5/5  |  Service: 5/5  |  Atmosphere: 3/5 …More,0,0,1,post
Hamilton Restaurant,Michael Coccagna,4.0,4 months ago,Classic American diner - good food at an affordable price.  I recommend the hotchee-dog and cheeseburger club!Food: 5/5  |  Service: 4/5  |  Atmosphere: 4/5 …More,0,0,1,post
Hamilton Restaurant,M C (utilityzero),5.0,3 years ago,"I finally tried the hot-chee dog and I'm a believer. Really friendly, helpful staff and lightning fast service. Can't wait to try the rest of the menu.",1,0,0,before
Hamilton Restaurant,Tammy Z,4.0,a week agoNew,"Great breakfast and of course the hot dogs are amazing (don't know how to spell Hotchi? dogs😉) it is not on the menu but you can get a Hotchi? Omelet and it is amazing!! Love that they have scrapple!!!Recommended dishes
Side Order of Home Fries …More",0,0,1,post
Hamilton Restaurant,Ashley Vincent,5.0,7 months ago,"Got a special order here that I cannot even tell you what it was. I am not from the area, but my friend ordered it. It was a hot dog loaded with a bunch of stuff and fries with gravy. I was astounded by the low price and food that made me lick my plate clean.",0,0,1,post
Hamilton Restaurant,Sumiko Clark,5.0,3 years ago,"My parents used to eat here when the were stationed at Carlisle in the 70s. You can't beat the value! Our family of 6 ate breakfast for only $23.06 plus tip! I had two eggs and toast, husband and little daughter shared chocolate chip pancakes and bacon, boys shared chocolate chip pancakes and home fries, older daughter had a waffle. Service was excellent!My parents used to eat here when the were stationed at Carlisle in the 70s. You can't beat the value! Our family of 6 ate breakfast for only $23.06 plus tip! I had two eggs and toast, husband and little daughter shared chocolate chip …More",1,0,0,before
Hamilton Restaurant,Steve Hawkins,5.0,2 months ago,"Hochee Burger with the works and a side of fries with beef gravy....Always a 5 STARFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishes
Hotchee Burger …More",0,0,1,post
Hamilton Restaurant,Stephanie Kingaby,5.0,7 months ago,"Good food, nice staff, not much more expensive than combo’s at fast food places. I’ll go back when passing through again.",0,0,1,post
Hamilton Restaurant,Nathan Mullin,4.0,11 months ago,I went here for the first time ever and I was not disappointed. The food was incredible and the staff were very inviting and made you feel at home. I would highly recommend this restaurant to anyone looking for a quick and delicious meal. It's cash only so be sure to have some with if you don't they do have an ATM in the restaurant.,0,0,1,post
Hamilton Restaurant,steve malnick,4.0,a year ago,"Probably closer to 4 1/2 stars.  Food is always consistent and nice size portions.  Menu doesn't change as most of the daily ""specials"" are the same each day, or so it seems.  Salads are huge as are breakfast combos.  Steak sandwich is a slice of ribeye steak that extends about 4"" out from either side of the roll.  We usually look for Lisa as our waitress as she is super nice and very attentive.  Interesting dynamic between the servers and the kitchen, part of the show!  Would not hesitate ordering breakfast, a dinner or a sandwich.  Not the biggest fan, though, of their hot dogs, just doesn't have the same taste as other places but probably their most popular item.  Might be the only thing on the menu that I would not order on a regular basis but might once in a while.Probably closer to 4 1/2 stars.  Food is always consistent and nice size portions.  Menu doesn't change as most of the daily ""specials"" are the same each day, or so it seems.  Salads are huge as are breakfast combos.  Steak sandwich is a …More",0,0,1,post
Hamilton Restaurant,Suzette Leitzel,1.0,10 months ago,"We were there the other week to try their 'famous' hot dogs.  Needless to say, there was nothing special about them; the bun was very stale and it was a plain hot dog!  The french fries were not good as well, they tasted like they were warmed up and hard.   It will be a long time until we go there again.",0,0,1,post
Hamilton Restaurant,Andre George,5.0,8 months ago,Extremely fast service and well priced food. All around this is a great experience.Only negative is that this place is cash-only.Parking: Parking is on metered street.Extremely fast service and well priced food. All around this is a great experience. …More,0,0,1,post
Hamilton Restaurant,Brett W,5.0,3 months ago,Best food in town. Live walking distance so THATS perfect,0,0,1,post
Hamilton Restaurant,Morgan Burns,5.0,a year ago,"One of my favorite places! I go to breakfast with my Dad here. The staff are friendly, the type to remember you the second time you’re there. Food is  always out within a ten minute time frame, and I’ve gone there for ten years almost now. It’s very well priced also, you can get an entire breakfast for roughly $5-$6 depending on the extra stuff you get. My dad and I ordered breakfast and I got an omelette and French toast to take home, all of which only cost $26.28. Absolute bargain and a Carlisle legend, if you’re ever in the area, definitely a great place to go.Dine in: Yes
Takeout: YesOne of my favorite places! I go to breakfast with my Dad here. The staff are friendly, the type to remember you the second time you’re there. Food is  always out within a ten minute time frame, and I’ve gone there for ten years almost now. …More",0,0,1,post
Hamilton Restaurant,Da pa,1.0,5 months ago,"DISAPPOINTED 😟 we have been to this restaurant several times it’s the kind of restaurant that we drive an hour to get to when we have the craving but today the waitress was arguing with another employee loudly, and the food quality has suffered",0,0,1,post
Hamilton Restaurant,Jami Eisenhour,5.0,a year ago,"Best hot dog ever!! I never been inside but, I've had the hotchee dog (however you spell it) I'm in love!! It wasn't even soggy by the time they brought them to work. I brag alot about them. Look forward to coming in and getting one fresh..yummmmmmm",0,0,1,post
Hamilton Restaurant,Marcinda Rickrode,4.0,3 months ago,"Food is  good, definitely an iconic hot dog spot!",0,0,1,post
Hamilton Restaurant,Michael Whitzel,5.0,2 years ago,A great family owner business. A staple in Carlisle Boro. Great food and awesome customer service.,0,1,0,covid
Hamilton Restaurant,Michael Lapato,5.0,8 months ago,The people are so very friendly and they even know you by name after a while and they always have kind words whenever they greet you the food is very very good at a very reasonable price and a lot of nice people come there and after a while you meet them too and greet them you may not know their name but they always say hello,0,0,1,post
Hamilton Restaurant,Melissa Albin,4.0,11 months ago,"My husband and I went around 9:15 am yesterday. They serve the dogs, but no ff.  So I opted for the Choochie dog, and homefries. The dog was the cheapest, saltiest, smallest that can be bought roll? Mehh, onions n mustard tasted as expected, the chilli ,same as you find at a 7-ll as a topping. Homefries wayy underdone. Coffee was great, affordable, clean place, friendly staff. Will we return? No. But we tried it atleast.My husband and I went around 9:15 am yesterday. They serve the dogs, but no ff.  So I opted for the Choochie dog, and homefries. The dog was the cheapest, saltiest, smallest that can be bought roll? Mehh, onions n mustard tasted as …More",0,0,1,post
Hamilton Restaurant,Robert Eppley,5.0,4 years ago,It's an experience. Everything you want under one roof. Vanilla and cherry cokes made the right way.  Dope dogs and burgers. I love it.,1,0,0,before
Hamilton Restaurant,Adam Goodling,5.0,3 months ago,"Always love going to this placeFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishes
Hotchee Burger, Chipped Beef, Hot Dog …More",0,0,1,post
Hamilton Restaurant,Dawn Lytle,5.0,a year ago,Absolutely Amazing!! We were in town for the Eagle's State Pool Tournament and came across this restaurant. We had a party of 9 and our server was phenomenal. The only complaint anyone had was there was so MUCH FOOD! Every meal was perfect.,0,0,1,post
Hamilton Restaurant,Patrick Lauer,5.0,10 months ago,Great food and service. Been going to the Hamilton for years with my family. Love the hatchi dogs and Greek salad. Shakes are heavenly. Nice traditional family restaurant.,0,0,1,post
Hamilton Restaurant,Andrew Phillips,1.0,a year ago,People that think this is a Hotspot has never gone outside their bubble. Dennys would easily outshine this place. Hot dogs are decent everything else bland and yuck. Not to mention they demand cash only no credit cards. What a joke this place is beyond sub par.  Not worth a star.  Will not return.,0,0,1,post
Hamilton Restaurant,Kyndle Morgan,5.0,7 months ago,"Staple of Carlisle! If you've never been, it's a must try! Try a hatchet burger or hatchee dog with a side of gravy fries!",0,0,1,post
Hamilton Restaurant,Gary Bupp,2.0,8 months ago,To be honest I don't see why people say the hotchi dogs are the best.....It's only chili onions mustard and sliced cheese. I make them at home and it's just as good,0,0,1,post
Hamilton Restaurant,D.B. Frank,5.0,10 months ago,"Flat out the best 'dogs for miles around. Two hotchee dogs loaded and a plate of fries with chicken gravy don't help the arteries, but sure satisfies the tastebuds!",0,0,1,post
Hamilton Restaurant,Dale Crossland,5.0,4 years ago,Awesome food.  Friendly staff. Quick service.,1,0,0,before
Hamilton Restaurant,Phll Coppola,5.0,4 months ago,a place where locals know where to get great food and superb service at  a great price👍Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,0,0,1,post
Hamilton Restaurant,Pat Provident,5.0,2 months ago,This place is all about the customer and the food is top notchFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,0,0,1,post
Hamilton Restaurant,Ashley Cline,4.0,a year ago,"The Hamilton is a decent restaurant if you haven't tried the vanilla coke I highly recommend you try it they use real vanilla instead of the fake imitation vanilla the actual coke company uses and it makes a big difference and you can add the vanilla to other drinks too its a nice little dine in experience.Dine in: Yes
Outdoor seating: No
Takeout: Yes …More",0,0,1,post
Hamilton Restaurant,Karen Pflug-felder,5.0,9 months ago,"This place is family owned and service is great. It is famous for it's hotcheedogs....hot dogs with chilli, cheese and chopped onions. They are wonderful!",0,0,1,post
Hamilton Restaurant,Chill Ghost,4.0,11 months ago,Good food. Great staff. Great environment. Best diner in downtown Carlisle. Wouldn't recommend the chicken and waffles though.,0,0,1,post
Hamilton Restaurant,lisa fox,5.0,a year ago,"The famous hachee dogs will not disappoint. And the staff are so down to earth…. Most have been there for years and know all the locals a d their orders. Hamilton’s is the quintessential old school diner, in all the best ways.",0,0,1,post
